earth_date_time,mars_date_time,sol_number,max_ground_temp(°C),min_ground_temp(°C),max_air_temp(°C),min_air_temp(°C),mean_pressure(Pa),wind_speed(m/h),humidity(%),sunrise,sunset,UV_Radiation,weather
"Earth, 2014-07-12 UTC","Mars, Month 6 - LS 160°",Sol 687,-2,-77,3,-78,739,Value not available,Value not available,05:26,17:21,high,Sunny
"Earth, 2014-07-11 UTC","Mars, Month 6 - LS 159°",Sol 686,-4,-76,2,-78,738,Value not available,Value not available,05:26,17:21,high,Sunny
"Earth, 2014-07-10 UTC","Mars, Month 6 - LS 159°",Sol 685,-2,-77,8,-85,740,Value not available,Value not available,05:27,17:21,high,Sunny
"Earth, 2014-07-09 UTC","Mars, Month 6 - LS 158°",Sol 684,-9,-75,6,-82,741,Value not available,Value not available,05:27,17:21,moderate,Sunny
"Earth, 2014-07-08 UTC","Mars, Month 6 - LS 158°",Sol 683,-7,-79,8,-80,741,Value not available,Value not available,05:27,17:21,high,Sunny
"Earth, 2014-07-07 UTC","Mars, Month 6 - LS 157°",Sol 682,-16,-77,2,-80,739,Value not available,Value not available,05:27,17:21,high,Sunny
"Earth, 2014-07-06 UTC","Mars, Month 6 - LS 156°",Sol 681,-17,-79,2,-80,738,Value not available,Value not available,05:28,17:21,moderate,Sunny
"Earth, 2014-07-05 UTC","Mars, Month 6 - LS 156°",Sol 680,-15,-76,1,-80,740,Value not available,Value not available,05:28,17:21,moderate,Sunny
"Earth, 2014-07-04 UTC","Mars, Month 6 - LS 155°",Sol 679,-13,-77,1,-80,738,Value not available,Value not available,05:28,17:21,moderate,Sunny
"Earth, 2014-07-03 UTC","Mars, Month 6 - LS 155°",Sol 678,-17,-77,-1,-79,739,Value not available,Value not available,05:28,17:22,moderate,Sunny
"Earth, 2014-07-02 UTC","Mars, Month 6 - LS 154°",Sol 677,-12,-78,0,-79,737,Value not available,Value not available,05:28,17:22,moderate,Sunny
"Earth, 2014-07-01 UTC","Mars, Month 6 - LS 154°",Sol 676,-17,-80,9,-90,738,Value not available,Value not available,05:29,17:22,high,Sunny
"Earth, 2014-06-30 UTC","Mars, Month 6 - LS 153°",Sol 675,-12,-80,10,-91,740,Value not available,Value not available,05:29,17:22,high,Sunny
"Earth, 2014-06-29 UTC","Mars, Month 6 - LS 153°",Sol 674,-17,-80,7,-94,739,Value not available,Value not available,05:29,17:22,high,Sunny
"Earth, 2014-06-28 UTC","Mars, Month 6 - LS 152°",Sol 673,-16,-78,8,-96,738,Value not available,Value not available,05:29,17:22,high,Sunny
"Earth, 2014-06-27 UTC","Mars, Month 6 - LS 152°",Sol 672,-16,-78,7,-83,739,Value not available,Value not available,05:30,17:22,high,Sunny
"Earth, 2014-06-26 UTC","Mars, Month 6 - LS 151°",Sol 671,-15,-79,6,-80,740,Value not available,Value not available,05:30,17:22,high,Sunny
"Earth, 2014-06-25 UTC","Mars, Month 6 - LS 151°",Sol 670,-7,-79,4,-85,737,Value not available,Value not available,05:30,17:22,high,Sunny
"Earth, 2014-06-24 UTC","Mars, Month 6 - LS 150°",Sol 669,-4,-84,8,-91,735,Value not available,Value not available,05:30,17:22,high,Sunny
"Earth, 2014-06-23 UTC","Mars, Month 6 - LS 150°",Sol 668,-4,-75,6,-78,734,Value not available,Value not available,05:30,17:22,high,Sunny
"Earth, 2014-06-22 UTC","Mars, Month 5 - LS 149°",Sol 667,-7,-76,0,-81,736,Value not available,Value not available,05:31,17:22,high,Sunny
"Earth, 2014-06-21 UTC","Mars, Month 5 - LS 148°",Sol 666,-7,-77,0,-80,736,Value not available,Value not available,05:31,17:23,high,Sunny
"Earth, 2014-06-20 UTC","Mars, Month 5 - LS 148°",Sol 665,-4,-78,7,-82,735,Value not available,Value not available,05:31,17:23,high,Sunny
"Earth, 2014-06-19 UTC","Mars, Month 5 - LS 147°",Sol 664,-8,-78,0,-81,732,Value not available,Value not available,05:31,17:23,high,Sunny
"Earth, 2014-06-18 UTC","Mars, Month 5 - LS 147°",Sol 663,-10,-77,4,-83,734,Value not available,Value not available,05:32,17:23,high,Sunny
"Earth, 2014-06-17 UTC","Mars, Month 5 - LS 146°",Sol 662,-11,-77,4,-78,735,Value not available,Value not available,05:32,17:23,high,Sunny
"Earth, 2014-06-16 UTC","Mars, Month 5 - LS 146°",Sol 661,-10,-76,1,-85,735,Value not available,Value not available,05:32,17:23,high,Sunny
"Earth, 2014-06-15 UTC","Mars, Month 5 - LS 145°",Sol 660,-12,-78,1,-84,735,Value not available,Value not available,05:32,17:23,moderate,Sunny
"Earth, 2014-06-14 UTC","Mars, Month 5 - LS 145°",Sol 659,-14,-77,1,-83,738,Value not available,Value not available,05:33,17:23,moderate,Sunny
"Earth, 2014-06-13 UTC","Mars, Month 5 - LS 144°",Sol 658,-10,-79,1,-87,739,Value not available,Value not available,05:33,17:23,moderate,Sunny
"Earth, 2014-06-12 UTC","Mars, Month 5 - LS 144°",Sol 657,-6,-79,1,-79,739,Value not available,Value not available,05:33,17:23,high,Sunny
"Earth, 2014-06-11 UTC","Mars, Month 5 - LS 143°",Sol 656,-13,-80,-3,-83,740,Value not available,Value not available,05:33,17:23,moderate,Sunny
"Earth, 2014-06-10 UTC","Mars, Month 5 - LS 143°",Sol 655,-14,-77,0,-81,741,Value not available,Value not available,05:33,17:24,high,Sunny
"Earth, 2014-06-09 UTC","Mars, Month 5 - LS 142°",Sol 654,-8,-79,-4,-79,742,Value not available,Value not available,05:34,17:24,high,Sunny
"Earth, 2014-06-08 UTC","Mars, Month 5 - LS 142°",Sol 653,-13,-80,-4,-80,744,Value not available,Value not available,05:34,17:24,high,Sunny
"Earth, 2014-06-07 UTC","Mars, Month 5 - LS 141°",Sol 652,-12,-79,-3,-79,745,Value not available,Value not available,05:34,17:24,high,Sunny
"Earth, 2014-06-05 UTC","Mars, Month 5 - LS 141°",Sol 651,-8,-80,2,-84,743,Value not available,Value not available,05:34,17:24,high,Sunny
"Earth, 2014-06-04 UTC","Mars, Month 5 - LS 140°",Sol 650,-11,-80,0,-85,743,Value not available,Value not available,05:35,17:24,high,Sunny
"Earth, 2014-06-03 UTC","Mars, Month 5 - LS 140°",Sol 649,-14,-79,-3,-85,745,Value not available,Value not available,05:35,17:24,high,Sunny
"Earth, 2014-06-02 UTC","Mars, Month 5 - LS 139°",Sol 648,-20,-80,-2,-85,746,Value not available,Value not available,05:35,17:24,high,Sunny
"Earth, 2014-06-01 UTC","Mars, Month 5 - LS 139°",Sol 647,-19,-79,-2,-85,746,Value not available,Value not available,05:35,17:24,high,Sunny
"Earth, 2014-05-31 UTC","Mars, Month 5 - LS 138°",Sol 646,-16,-81,0,-87,746,Value not available,Value not available,05:35,17:24,high,Sunny
"Earth, 2014-05-30 UTC","Mars, Month 5 - LS 138°",Sol 645,-8,-81,0,-86,746,Value not available,Value not available,05:36,17:25,high,Sunny
"Earth, 2014-05-29 UTC","Mars, Month 5 - LS 137°",Sol 644,-10,-80,0,-84,748,Value not available,Value not available,05:36,17:25,high,Sunny
"Earth, 2014-05-28 UTC","Mars, Month 5 - LS 137°",Sol 643,-14,-80,-2,-88,748,Value not available,Value not available,05:36,17:25,high,Sunny
"Earth, 2014-05-27 UTC","Mars, Month 5 - LS 136°",Sol 642,-19,-80,-2,-85,749,Value not available,Value not available,05:36,17:25,high,Sunny
"Earth, 2014-05-26 UTC","Mars, Month 5 - LS 136°",Sol 641,-19,-81,-2,-81,749,Value not available,Value not available,05:37,17:25,high,Sunny
"Earth, 2014-05-25 UTC","Mars, Month 5 - LS 135°",Sol 640,-11,-81,-7,-81,750,Value not available,Value not available,05:37,17:25,moderate,Sunny
"Earth, 2014-05-24 UTC","Mars, Month 5 - LS 135°",Sol 639,-16,-80,-9,-80,750,Value not available,Value not available,05:37,17:25,moderate,Sunny
"Earth, 2014-05-23 UTC","Mars, Month 5 - LS 134°",Sol 638,-12,-80,-9,-82,751,Value not available,Value not available,05:37,17:25,moderate,Sunny
"Earth, 2014-05-22 UTC","Mars, Month 5 - LS 134°",Sol 637,-18,-80,-5,-85,752,Value not available,Value not available,05:37,17:25,moderate,Sunny
"Earth, 2014-05-21 UTC","Mars, Month 5 - LS 133°",Sol 636,-19,-81,0,-89,752,Value not available,Value not available,05:38,17:25,high,Sunny
"Earth, 2014-05-20 UTC","Mars, Month 5 - LS 133°",Sol 635,-10,-82,-3,-81,754,Value not available,Value not available,05:38,17:26,high,Sunny
"Earth, 2014-05-19 UTC","Mars, Month 5 - LS 132°",Sol 634,-20,-82,4,-85,753,Value not available,Value not available,05:38,17:26,high,Sunny
"Earth, 2014-05-18 UTC","Mars, Month 5 - LS 132°",Sol 633,-15,-81,-3,-85,754,Value not available,Value not available,05:38,17:26,high,Sunny
"Earth, 2014-05-17 UTC","Mars, Month 5 - LS 131°",Sol 632,-18,-79,-4,-86,755,Value not available,Value not available,05:38,17:26,high,Sunny
"Earth, 2014-05-16 UTC","Mars, Month 5 - LS 131°",Sol 631,-18,-81,-1,-88,756,Value not available,Value not available,05:39,17:26,high,Sunny
"Earth, 2014-05-15 UTC","Mars, Month 5 - LS 130°",Sol 630,-20,-82,-2,-93,757,Value not available,Value not available,05:39,17:26,high,Sunny
"Earth, 2014-05-14 UTC","Mars, Month 5 - LS 130°",Sol 629,-24,-84,-3,-94,759,Value not available,Value not available,05:39,17:26,moderate,Sunny
"Earth, 2014-05-13 UTC","Mars, Month 5 - LS 129°",Sol 628,-23,-81,-2,-90,759,Value not available,Value not available,05:39,17:26,moderate,Sunny
"Earth, 2014-05-12 UTC","Mars, Month 5 - LS 129°",Sol 627,-19,-82,-3,-93,759,Value not available,Value not available,05:39,17:26,moderate,Sunny
"Earth, 2014-05-11 UTC","Mars, Month 5 - LS 128°",Sol 626,-21,-82,-3,-94,760,Value not available,Value not available,05:40,17:26,moderate,Sunny
"Earth, 2014-05-10 UTC","Mars, Month 5 - LS 128°",Sol 625,-24,-81,-4,-95,761,Value not available,Value not available,05:40,17:27,moderate,Sunny
"Earth, 2014-05-09 UTC","Mars, Month 5 - LS 127°",Sol 624,-19,-82,-2,-92,762,Value not available,Value not available,05:40,17:27,moderate,Sunny
"Earth, 2014-05-08 UTC","Mars, Month 5 - LS 127°",Sol 623,-21,-83,-2,-92,763,Value not available,Value not available,05:40,17:27,moderate,Sunny
"Earth, 2014-05-07 UTC","Mars, Month 5 - LS 126°",Sol 622,-19,-84,-3,-92,763,Value not available,Value not available,05:40,17:27,moderate,Sunny
"Earth, 2014-05-06 UTC","Mars, Month 5 - LS 126°",Sol 621,-21,-82,-3,-93,765,Value not available,Value not available,05:41,17:27,moderate,Sunny
"Earth, 2014-05-05 UTC","Mars, Month 5 - LS 125°",Sol 620,-19,-83,-4,-96,765,Value not available,Value not available,05:41,17:27,moderate,Sunny
"Earth, 2014-05-04 UTC","Mars, Month 5 - LS 125°",Sol 619,-22,-82,-3,-96,766,Value not available,Value not available,05:41,17:27,low,Sunny
"Earth, 2014-05-03 UTC","Mars, Month 5 - LS 124°",Sol 618,-23,-83,-3,-94,769,Value not available,Value not available,05:41,17:27,moderate,Sunny
"Earth, 2014-05-02 UTC","Mars, Month 5 - LS 124°",Sol 617,-19,-84,-4,-94,769,Value not available,Value not available,05:41,17:27,moderate,Sunny
"Earth, 2014-05-01 UTC","Mars, Month 5 - LS 123°",Sol 616,-19,-82,-4,-93,769,Value not available,Value not available,05:42,17:27,moderate,Sunny
"Earth, 2014-04-29 UTC","Mars, Month 5 - LS 123°",Sol 615,-23,-83,-4,-93,771,Value not available,Value not available,05:42,17:28,moderate,Sunny
"Earth, 2014-04-28 UTC","Mars, Month 5 - LS 122°",Sol 614,-19,-82,-5,-95,772,Value not available,Value not available,05:42,17:28,moderate,Sunny
"Earth, 2014-04-27 UTC","Mars, Month 5 - LS 122°",Sol 613,-21,-84,-4,-98,773,Value not available,Value not available,05:42,17:28,moderate,Sunny
"Earth, 2014-04-26 UTC","Mars, Month 5 - LS 121°",Sol 612,-27,-85,-4,-95,774,Value not available,Value not available,05:42,17:28,moderate,Sunny
"Earth, 2014-04-25 UTC","Mars, Month 5 - LS 121°",Sol 611,-23,-84,-5,-93,775,Value not available,Value not available,05:43,17:28,moderate,Sunny
"Earth, 2014-04-24 UTC","Mars, Month 5 - LS 120°",Sol 610,-20,-85,-5,-94,776,Value not available,Value not available,05:43,17:28,moderate,Sunny
"Earth, 2014-04-23 UTC","Mars, Month 5 - LS 120°",Sol 609,-20,-84,-5,-93,777,Value not available,Value not available,05:43,17:28,moderate,Sunny
"Earth, 2014-04-22 UTC","Mars, Month 4 - LS 119°",Sol 608,-21,-85,-4,-97,777,Value not available,Value not available,05:43,17:28,moderate,Sunny
"Earth, 2014-04-21 UTC","Mars, Month 4 - LS 119°",Sol 607,-28,-83,-5,-96,779,Value not available,Value not available,05:43,17:28,low,Sunny
"Earth, 2014-04-20 UTC","Mars, Month 4 - LS 118°",Sol 606,-27,-84,-8,-88,780,Value not available,Value not available,05:43,17:28,moderate,Sunny
"Earth, 2014-04-19 UTC","Mars, Month 4 - LS 118°",Sol 605,-22,-83,-9,-86,781,Value not available,Value not available,05:44,17:29,moderate,Sunny
"Earth, 2014-04-18 UTC","Mars, Month 4 - LS 118°",Sol 604,-17,-84,-9,-87,782,Value not available,Value not available,05:44,17:29,moderate,Sunny
"Earth, 2014-04-17 UTC","Mars, Month 4 - LS 117°",Sol 603,-15,-83,-9,-82,783,Value not available,Value not available,05:44,17:29,high,Sunny
"Earth, 2014-04-16 UTC","Mars, Month 4 - LS 117°",Sol 602,-22,-82,-11,-82,784,Value not available,Value not available,05:44,17:29,moderate,Sunny
"Earth, 2014-04-15 UTC","Mars, Month 4 - LS 116°",Sol 601,-25,-82,-8,-74,785,Value not available,Value not available,05:44,17:29,moderate,Sunny
"Earth, 2014-04-14 UTC","Mars, Month 4 - LS 116°",Sol 600,-25,-81,-14,-81,787,Value not available,Value not available,05:45,17:29,moderate,Sunny
"Earth, 2014-04-13 UTC","Mars, Month 4 - LS 115°",Sol 599,-20,-84,-9,-82,788,Value not available,Value not available,05:45,17:29,moderate,Sunny
"Earth, 2014-04-12 UTC","Mars, Month 4 - LS 115°",Sol 598,-25,-84,-10,-82,787,Value not available,Value not available,05:45,17:29,moderate,Sunny
"Earth, 2014-04-11 UTC","Mars, Month 4 - LS 114°",Sol 597,-26,-84,-11,-83,790,Value not available,Value not available,05:45,17:29,moderate,Sunny
"Earth, 2014-04-10 UTC","Mars, Month 4 - LS 114°",Sol 596,-24,-82,-10,-84,791,Value not available,Value not available,05:45,17:29,moderate,Sunny
"Earth, 2014-04-09 UTC","Mars, Month 4 - LS 113°",Sol 595,-25,-83,-12,-86,792,Value not available,Value not available,05:45,17:30,moderate,Sunny
"Earth, 2014-04-08 UTC","Mars, Month 4 - LS 113°",Sol 594,-22,-83,-15,-86,793,Value not available,Value not available,05:46,17:30,moderate,Sunny
"Earth, 2014-04-07 UTC","Mars, Month 4 - LS 112°",Sol 593,-23,-83,-11,-87,795,Value not available,Value not available,05:46,17:30,high,Sunny
"Earth, 2014-04-06 UTC","Mars, Month 4 - LS 112°",Sol 592,-26,-83,-11,-85,795,Value not available,Value not available,05:46,17:30,moderate,Sunny
"Earth, 2014-04-05 UTC","Mars, Month 4 - LS 111°",Sol 591,-26,-82,-11,-84,795,Value not available,Value not available,05:46,17:30,moderate,Sunny
"Earth, 2014-04-04 UTC","Mars, Month 4 - LS 111°",Sol 590,-26,-82,-11,-85,797,Value not available,Value not available,05:46,17:30,moderate,Sunny
"Earth, 2014-04-03 UTC","Mars, Month 4 - LS 110°",Sol 589,-27,-85,-10,-94,798,Value not available,Value not available,05:46,17:30,moderate,Sunny
"Earth, 2014-04-02 UTC","Mars, Month 4 - LS 110°",Sol 588,-24,-84,-8,-88,799,Value not available,Value not available,05:47,17:30,moderate,Sunny
"Earth, 2014-04-01 UTC","Mars, Month 4 - LS 109°",Sol 587,-28,-85,-9,-86,801,Value not available,Value not available,05:47,17:30,moderate,Sunny
"Earth, 2014-03-31 UTC","Mars, Month 4 - LS 109°",Sol 586,-24,-82,-8,-88,802,Value not available,Value not available,05:47,17:30,moderate,Sunny
"Earth, 2014-03-30 UTC","Mars, Month 4 - LS 109°",Sol 585,-26,-83,-9,-88,802,Value not available,Value not available,05:47,17:31,moderate,Sunny
"Earth, 2014-03-29 UTC","Mars, Month 4 - LS 108°",Sol 584,-25,-82,-8,-89,804,Value not available,Value not available,05:47,17:31,moderate,Sunny
"Earth, 2014-03-28 UTC","Mars, Month 4 - LS 108°",Sol 583,-27,-82,-10,-91,806,Value not available,Value not available,05:47,17:31,moderate,Sunny
"Earth, 2014-03-27 UTC","Mars, Month 4 - LS 107°",Sol 582,-27,-84,-9,-91,807,Value not available,Value not available,05:47,17:31,moderate,Sunny
"Earth, 2014-03-26 UTC","Mars, Month 4 - LS 107°",Sol 581,-28,-84,-9,-88,808,Value not available,Value not available,05:48,17:31,moderate,Sunny
"Earth, 2014-03-25 UTC","Mars, Month 4 - LS 106°",Sol 580,-24,-83,-10,-87,810,Value not available,Value not available,05:48,17:31,moderate,Sunny
"Earth, 2014-03-24 UTC","Mars, Month 4 - LS 106°",Sol 579,-22,-82,-8,-88,811,Value not available,Value not available,05:48,17:31,moderate,Sunny
"Earth, 2014-03-22 UTC","Mars, Month 4 - LS 105°",Sol 578,-23,-83,-9,-87,812,Value not available,Value not available,05:48,17:31,moderate,Sunny
"Earth, 2014-03-21 UTC","Mars, Month 4 - LS 105°",Sol 577,-27,-84,-11,-90,813,Value not available,Value not available,05:48,17:31,moderate,Sunny
"Earth, 2014-03-20 UTC","Mars, Month 4 - LS 104°",Sol 576,-26,-84,-8,-90,815,Value not available,Value not available,05:48,17:32,moderate,Sunny
"Earth, 2014-03-19 UTC","Mars, Month 4 - LS 104°",Sol 575,-26,-82,-10,-88,816,Value not available,Value not available,05:49,17:32,moderate,Sunny
"Earth, 2014-03-18 UTC","Mars, Month 4 - LS 103°",Sol 574,-23,-85,-9,-87,817,Value not available,Value not available,05:49,17:32,high,Sunny
"Earth, 2014-03-17 UTC","Mars, Month 4 - LS 103°",Sol 573,-27,-84,-10,-87,819,Value not available,Value not available,05:49,17:32,moderate,Sunny
"Earth, 2014-03-16 UTC","Mars, Month 4 - LS 102°",Sol 572,-27,-85,-8,-89,820,Value not available,Value not available,05:49,17:32,moderate,Sunny
"Earth, 2014-03-15 UTC","Mars, Month 4 - LS 102°",Sol 571,-26,-84,-8,-92,821,Value not available,Value not available,05:49,17:32,moderate,Sunny
"Earth, 2014-03-14 UTC","Mars, Month 4 - LS 102°",Sol 570,-26,-84,-7,-91,823,Value not available,Value not available,05:49,17:32,moderate,Sunny
"Earth, 2014-03-13 UTC","Mars, Month 4 - LS 101°",Sol 569,-27,-85,-7,-90,825,Value not available,Value not available,05:49,17:32,moderate,Sunny
"Earth, 2014-03-12 UTC","Mars, Month 4 - LS 101°",Sol 568,-28,-86,-9,-86,825,Value not available,Value not available,05:50,17:32,high,Sunny
"Earth, 2014-03-11 UTC","Mars, Month 4 - LS 100°",Sol 567,-28,-86,-13,-87,827,Value not available,Value not available,05:50,17:33,high,Sunny
"Earth, 2014-03-10 UTC","Mars, Month 4 - LS 100°",Sol 566,-27,-86,-13,-86,829,Value not available,Value not available,05:50,17:33,high,Sunny
"Earth, 2014-03-09 UTC","Mars, Month 4 - LS 99°",Sol 565,-27,-85,-8,-91,830,Value not available,Value not available,05:50,17:33,high,Sunny
"Earth, 2014-03-08 UTC","Mars, Month 4 - LS 99°",Sol 564,-27,-86,-11,-92,831,Value not available,Value not available,05:50,17:33,moderate,Sunny
"Earth, 2014-03-07 UTC","Mars, Month 4 - LS 98°",Sol 563,-31,-87,-9,-88,833,Value not available,Value not available,05:50,17:33,moderate,Sunny
"Earth, 2014-03-06 UTC","Mars, Month 4 - LS 98°",Sol 562,-23,-85,-11,-92,834,Value not available,Value not available,05:51,17:33,moderate,Sunny
"Earth, 2014-03-05 UTC","Mars, Month 4 - LS 97°",Sol 561,-23,-85,-5,-89,835,Value not available,Value not available,05:51,17:33,moderate,Sunny
"Earth, 2014-03-04 UTC","Mars, Month 4 - LS 97°",Sol 560,-23,-86,-6,-97,836,Value not available,Value not available,05:51,17:33,moderate,Sunny
"Earth, 2014-03-03 UTC","Mars, Month 4 - LS 96°",Sol 559,-27,-85,-3,-93,838,Value not available,Value not available,05:51,17:34,high,Sunny
"Earth, 2014-03-02 UTC","Mars, Month 4 - LS 96°",Sol 558,-26,-85,-6,-93,839,Value not available,Value not available,05:51,17:34,moderate,Sunny
"Earth, 2014-03-01 UTC","Mars, Month 4 - LS 96°",Sol 557,-29,-85,-6,-92,840,Value not available,Value not available,05:51,17:34,moderate,Sunny
"Earth, 2014-02-28 UTC","Mars, Month 4 - LS 95°",Sol 556,-29,-85,-7,-93,842,Value not available,Value not available,05:51,17:34,moderate,Sunny
"Earth, 2014-02-27 UTC","Mars, Month 4 - LS 95°",Sol 555,-31,-85,-9,-95,843,Value not available,Value not available,05:52,17:34,moderate,Sunny
"Earth, 2014-02-26 UTC","Mars, Month 4 - LS 94°",Sol 554,-22,-84,-7,-96,843,Value not available,Value not available,05:52,17:34,moderate,Sunny
"Earth, 2014-02-25 UTC","Mars, Month 4 - LS 94°",Sol 553,-26,-84,-10,-90,845,Value not available,Value not available,05:52,17:34,moderate,Sunny
"Earth, 2014-02-24 UTC","Mars, Month 4 - LS 93°",Sol 552,-29,-86,-11,-91,847,Value not available,Value not available,05:52,17:34,high,Sunny
"Earth, 2014-02-23 UTC","Mars, Month 4 - LS 93°",Sol 551,-28,-85,-11,-92,848,Value not available,Value not available,05:52,17:35,moderate,Sunny
"Earth, 2014-02-22 UTC","Mars, Month 4 - LS 92°",Sol 550,-27,-85,-9,-88,850,Value not available,Value not available,05:52,17:35,moderate,Sunny
"Earth, 2014-02-21 UTC","Mars, Month 4 - LS 92°",Sol 549,-23,-87,-12,-89,851,Value not available,Value not available,05:52,17:35,moderate,Sunny
