,matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
7191,m_183,p_88,during the match,left foot,6.48,1.25,1,0,medium,80,12,missed opportunity
7192,m_230,p_99,during the match,head,9.48,-2.49,1,0,low,89,52,missed opportunity
7193,m_99,p_160,during the match,left foot,26.19,4.24,4,0,low,57,2,missed opportunity
7194,m_233,p_146,during the match,right foot,12.22,-14.22,2,0,low,66,41,missed opportunity
7195,m_105,p_122,during the match,head,3.99,7.23,4,1,medium,23,33,missed opportunity
7196,m_185,p_82,during the match,right foot,5.99,-14.22,1,0,low,29,22,kick to the defense
7197,m_62,p_4,during the match,head,9.23,-1.0,2,0,medium,3,13,missed opportunity
7198,m_236,p_107,during the match,left foot,15.71,-13.97,3,0,medium,17,41,missed opportunity
7199,m_171,p_136,during the match,head,11.72,10.97,3,0,high,26,42,missed opportunity
7200,m_44,p_127,during the match,left foot,18.7,4.24,4,2,medium,84,34,missed opportunity
7201,m_155,p_17,during the match,left foot,8.48,-14.96,2,0,medium,91,43,goalkeeper save
7202,m_146,p_8,during the match,head,7.98,0.75,4,2,medium,84,47,missed opportunity
7203,m_233,p_77,during the match,right foot,26.43,-4.49,2,1,medium,73,42,missed opportunity
7204,m_140,p_42,during the match,right foot,28.43,10.23,3,0,high,94,43,goalkeeper save
7205,m_173,p_85,during the match,left foot,12.22,1.25,4,0,medium,9,40,goal
7206,m_6,p_146,during the match,right foot,27.43,-0.75,2,0,medium,41,41,missed opportunity
7207,m_184,p_110,during the match,left foot,2.74,2.0,0,0,low,38,5,missed opportunity
7208,m_237,p_160,during the match,left foot,27.68,-1.0,7,0,low,86,59,missed opportunity
7209,m_220,p_74,during the match,left foot,27.43,-3.49,5,2,low,83,43,kick to the defense
7210,m_34,p_92,during the match,right foot,2.99,5.74,1,0,low,74,27,goal
7211,m_98,p_2,during the match,right foot,8.98,-1.0,1,0,medium,19,16,missed opportunity
7212,m_160,p_122,during the match,other,3.74,-28.43,1,0,medium,13,10,missed opportunity
7213,m_155,p_80,during the match,left foot,23.69,0.75,5,2,low,36,12,goal
7214,m_95,p_124,during the match,left foot,12.47,-12.97,2,0,low,0,52,kick to the defense
7215,m_104,p_91,during the match,head,6.24,-0.5,2,0,high,74,12,missed opportunity
7216,m_176,p_14,during the match,left foot,9.73,7.23,1,0,high,59,45,missed opportunity
7217,m_99,p_157,during the match,left foot,21.95,7.98,3,1,medium,34,50,goalkeeper save
7218,m_211,p_8,during the match,head,10.97,2.74,1,0,low,77,57,goalkeeper save
7219,m_187,p_62,during the match,left foot,10.97,11.47,2,0,high,85,37,kick to the defense
7220,m_76,p_67,during the match,left foot,28.18,-2.49,3,0,medium,10,35,missed opportunity
7221,m_147,p_128,during the match,right foot,13.97,0.25,5,2,high,13,9,goalkeeper save
7222,m_36,p_79,during the match,right foot,29.93,-1.0,4,0,low,30,35,missed opportunity
7223,m_168,p_127,during the match,left foot,18.95,15.96,2,0,low,65,47,missed opportunity
7224,m_118,p_38,during the match,right foot,12.72,-7.48,3,2,medium,56,26,kick to the crossbar
7225,m_131,p_5,during the match,left foot,11.22,14.46,2,0,medium,20,36,goalkeeper save
7226,m_194,p_64,during the match,right foot,20.95,9.98,2,0,medium,1,54,kick to the defense
7227,m_40,p_23,during the match,right foot,7.73,-9.98,2,0,low,37,39,goalkeeper save
7228,m_219,p_69,during the match,left foot,28.18,-4.49,2,0,low,46,52,goalkeeper save
7229,m_155,p_57,during the match,left foot,28.18,14.96,3,1,medium,44,10,goalkeeper save
7230,m_163,p_20,during the match,left foot,6.48,14.96,2,0,medium,41,51,goalkeeper save
7231,m_82,p_149,during the match,left foot,11.72,-1.75,1,0,low,44,16,goal
7232,m_171,p_26,during the match,right foot,27.93,3.74,3,0,medium,13,4,missed opportunity
7233,m_87,p_23,during the match,left foot,24.44,-9.98,2,0,medium,57,21,missed opportunity
7234,m_229,p_119,during the match,head,9.23,-3.49,2,0,high,77,56,goalkeeper save
7235,m_1,p_72,during the match,right foot,6.48,0.5,0,0,low,75,31,goal
7236,m_104,p_57,during the match,left foot,11.47,-11.47,3,0,low,54,52,kick to the defense
7237,m_79,p_151,during the match,right foot,21.95,-9.48,4,1,low,22,34,missed opportunity
7238,m_46,p_101,during the match,right foot,8.48,7.48,2,0,medium,30,56,goal
7239,m_18,p_139,during the match,left foot,18.7,-3.49,3,0,low,18,58,goal
7240,m_195,p_56,during the match,right foot,8.98,-16.46,2,0,medium,29,18,missed opportunity
7241,m_148,p_38,during the match,right foot,11.22,4.74,2,0,low,76,37,kick to the defense
7242,m_137,p_42,during the match,right foot,3.99,1.5,1,0,medium,18,30,goal
7243,m_88,p_94,during the match,left foot,4.99,-15.71,1,0,medium,42,25,goalkeeper save
7244,m_240,p_82,direct free kick,right foot,27.18,10.23,7,2,low,76,25,missed opportunity
7245,m_104,p_8,during the match,right foot,24.69,8.98,2,1,medium,22,43,goalkeeper save
7246,m_120,p_126,during the match,right foot,10.23,8.73,3,0,low,71,33,missed opportunity
7247,m_69,p_37,during the match,left foot,12.72,5.49,2,0,high,76,6,kick to the defense
7248,m_163,p_111,during the match,right foot,10.97,6.98,1,0,low,41,9,goalkeeper save
7249,m_70,p_21,during the match,right foot,10.23,-4.49,1,0,medium,73,59,kick to the defense
7250,m_45,p_134,during the match,right foot,10.47,-14.96,2,0,low,46,15,missed opportunity
7251,m_14,p_75,during the match,left foot,6.73,-1.5,1,0,medium,84,38,goalkeeper save
7252,m_112,p_144,during the match,left foot,11.97,-17.46,5,1,medium,44,1,goalkeeper save
7253,m_13,p_134,during the match,head,7.23,3.99,3,1,high,2,20,missed opportunity
7254,m_28,p_40,during the match,left foot,24.94,5.49,3,1,low,24,47,goalkeeper save
7255,m_215,p_135,during the match,left foot,5.24,1.75,1,0,medium,53,30,missed opportunity
7256,m_33,p_156,during the match,left foot,23.19,-5.74,2,0,high,45,13,goalkeeper save
7257,m_180,p_79,during the match,left foot,2.74,13.72,1,0,low,16,13,missed opportunity
7258,m_50,p_47,during the match,right foot,9.23,-11.22,2,0,high,71,2,goal
7259,m_81,p_55,during the match,head,9.48,0.75,2,0,low,54,20,missed opportunity
7260,m_77,p_87,during the match,right foot,13.47,6.24,1,0,low,23,34,goal
7261,m_178,p_87,during the match,right foot,26.68,-0.75,3,3,medium,18,11,missed opportunity
7262,m_125,p_105,during the match,head,9.23,0.75,3,0,medium,29,34,missed opportunity
7263,m_166,p_53,during the match,right foot,23.94,7.73,3,1,medium,91,11,missed opportunity
7264,m_212,p_98,during the match,right foot,12.47,-9.48,2,0,medium,78,24,missed opportunity
7265,m_144,p_73,during the match,head,4.99,-2.49,1,0,medium,70,10,missed opportunity
7266,m_47,p_12,during the match,right foot,13.22,-7.23,2,0,high,69,59,kick to the defense
7267,m_64,p_151,during the match,head,7.73,-5.74,1,1,low,92,1,missed opportunity
7268,m_45,p_3,during the match,right foot,9.73,6.24,4,2,low,39,16,kick to the defense
7269,m_76,p_112,during the match,right foot,7.73,2.74,2,0,high,57,21,kick to the defense
7270,m_162,p_29,during the match,left foot,22.94,5.24,3,0,medium,87,20,missed opportunity
7271,m_142,p_70,during the match,head,9.98,1.0,2,0,low,84,11,goalkeeper save
7272,m_26,p_155,during the match,left foot,10.97,-5.49,2,0,high,74,13,goalkeeper save
7273,m_166,p_28,during the match,right foot,13.47,1.75,2,0,medium,91,12,kick to the defense
7274,m_200,p_48,during the match,right foot,26.93,2.49,3,1,low,8,34,goalkeeper save
7275,m_15,p_155,during the match,right foot,20.7,7.23,3,2,medium,29,3,goal
7276,m_101,p_141,during the match,left foot,22.2,-19.45,2,0,medium,46,25,missed opportunity
7277,m_60,p_40,during the match,right foot,5.49,0.5,1,0,high,78,57,missed opportunity
7278,m_197,p_64,during the match,left foot,12.22,3.99,2,0,low,4,57,missed opportunity
7279,m_15,p_32,during the match,right foot,8.73,-15.71,2,0,medium,36,57,missed opportunity
7280,m_236,p_115,direct free kick,right foot,28.68,9.73,5,2,low,75,0,missed opportunity
7281,m_61,p_29,during the match,head,11.97,-3.99,2,0,high,13,40,goalkeeper save
7282,m_74,p_33,during the match,right foot,22.94,-6.24,2,0,medium,89,45,goalkeeper save
7283,m_188,p_68,during the match,right foot,12.47,1.25,2,0,medium,81,7,goal
7284,m_9,p_138,during the match,left foot,26.19,-3.99,5,2,medium,83,9,missed opportunity
7285,m_157,p_2,during the match,right foot,12.47,5.74,3,1,high,38,58,kick to the defense
7286,m_181,p_159,during the match,left foot,28.43,-2.74,3,0,medium,21,33,goalkeeper save
7287,m_101,p_78,during the match,right foot,22.2,-13.47,3,0,medium,78,26,goalkeeper save
7288,m_46,p_138,during the match,head,9.23,0.5,2,0,medium,84,38,kick to the crossbar
7289,m_211,p_53,during the match,left foot,27.43,2.0,2,0,low,54,10,goalkeeper save
7290,m_102,p_17,during the match,right foot,10.72,-14.71,1,0,low,21,44,missed opportunity
7291,m_28,p_118,during the match,left foot,11.22,10.72,1,0,medium,57,5,goalkeeper save
7292,m_184,p_36,during the match,right foot,2.49,4.99,1,0,low,53,35,missed opportunity
7293,m_125,p_131,during the match,left foot,8.48,12.97,3,0,medium,60,27,kick to the defense
7294,m_94,p_146,during the match,left foot,14.96,0.5,2,0,medium,26,17,goalkeeper save
7295,m_44,p_133,direct free kick,left foot,22.2,-3.49,8,2,low,93,6,goal
7296,m_47,p_86,during the match,left foot,33.17,-6.24,7,0,medium,81,15,kick to the defense
7297,m_153,p_87,during the match,head,12.97,1.25,2,0,low,50,41,missed opportunity
7298,m_12,p_146,during the match,right foot,17.71,-1.75,3,0,medium,78,53,goalkeeper save
7299,m_40,p_64,during the match,left foot,14.22,11.22,3,0,low,16,22,missed opportunity
7300,m_14,p_154,during the match,right foot,8.73,-1.75,5,0,medium,36,12,goal
7301,m_235,p_23,during the match,right foot,7.98,-11.47,1,0,low,92,16,missed opportunity
7302,m_88,p_96,during the match,right foot,11.97,-7.73,4,0,medium,57,12,goal
7303,m_121,p_90,during the match,head,6.98,0.5,2,1,high,22,0,missed opportunity
7304,m_92,p_39,during the match,left foot,11.22,-8.73,1,0,high,19,44,goalkeeper save
7305,m_114,p_37,during the match,right foot,13.22,-15.21,2,0,medium,48,19,kick to the defense
7306,m_25,p_156,during the match,head,8.73,-3.49,3,1,medium,61,55,missed opportunity
7307,m_167,p_69,during the match,left foot,7.23,-6.73,3,0,low,44,9,goal
7308,m_134,p_36,during the match,right foot,21.45,9.23,3,0,medium,94,6,missed opportunity
7309,m_160,p_40,during the match,right foot,10.23,-8.73,2,0,medium,59,39,goal
7310,m_78,p_96,during the match,left foot,11.72,4.49,2,0,low,42,56,kick to the defense
7311,m_167,p_82,during the match,left foot,5.99,15.46,2,0,medium,86,34,goalkeeper save
7312,m_182,p_47,direct free kick,right foot,30.92,1.5,6,4,low,75,35,missed opportunity
7313,m_153,p_150,during the match,right foot,22.69,-3.99,5,2,low,9,22,kick to the defense
7314,m_92,p_118,during the match,head,10.23,-3.74,2,0,medium,25,32,goalkeeper save
7315,m_35,p_149,during the match,other,2.99,2.99,0,0,low,91,39,goal
7316,m_58,p_8,during the match,right foot,11.22,8.73,2,0,medium,67,1,missed opportunity
7317,m_4,p_154,during the match,right foot,23.94,-12.72,2,0,low,58,23,goalkeeper save
7318,m_111,p_30,during the match,left foot,11.22,6.73,2,0,low,71,10,goal
7319,m_240,p_21,during the match,right foot,11.97,-6.48,2,0,medium,58,23,kick to the defense
7320,m_164,p_76,during the match,left foot,24.44,16.96,2,0,medium,62,25,missed opportunity
7321,m_234,p_147,during the match,right foot,18.95,-15.21,3,0,medium,9,19,goalkeeper save
7322,m_200,p_133,during the match,right foot,7.73,-11.22,2,0,high,76,17,kick to the crossbar
7323,m_42,p_81,direct free kick,left foot,23.19,-7.48,6,2,low,82,51,goalkeeper save
7324,m_218,p_114,during the match,head,12.97,0.25,2,0,low,39,39,missed opportunity
7325,m_197,p_35,during the match,right foot,3.74,-0.5,1,0,low,60,33,missed opportunity
7326,m_29,p_107,during the match,right foot,9.98,8.73,2,0,medium,0,5,goalkeeper save
7327,m_98,p_126,during the match,head,7.48,-2.49,2,0,high,63,1,missed opportunity
7328,m_17,p_99,during the match,left foot,19.95,7.73,2,0,high,91,44,goalkeeper save
7329,m_49,p_78,during the match,right foot,25.94,9.23,2,0,medium,89,55,goalkeeper save
7330,m_50,p_39,during the match,head,8.73,-4.74,3,0,medium,4,41,missed opportunity
7331,m_96,p_39,during the match,left foot,5.99,1.75,1,0,low,39,33,goal
7332,m_133,p_135,during the match,right foot,21.45,2.99,4,1,medium,1,32,kick to the defense
7333,m_237,p_71,during the match,head,10.47,-4.24,1,0,medium,32,44,missed opportunity
7334,m_225,p_91,during the match,right foot,25.69,2.0,3,1,low,48,16,missed opportunity
7335,m_198,p_48,during the match,right foot,11.72,-5.24,2,1,low,50,4,goalkeeper save
7336,m_108,p_69,during the match,head,3.99,-5.74,1,0,low,4,45,kick to the defense
7337,m_96,p_135,during the match,left foot,12.22,-6.24,4,1,medium,36,22,missed opportunity
7338,m_232,p_38,during the match,right foot,15.21,11.47,2,0,medium,77,32,kick to the defense
7339,m_129,p_152,during the match,left foot,22.94,17.71,3,0,low,72,6,missed opportunity
7340,m_99,p_158,during the match,right foot,31.17,-0.75,2,0,medium,41,45,kick to the crossbar
7341,m_22,p_60,during the match,right foot,18.45,-7.23,3,1,medium,16,41,missed opportunity
7342,m_115,p_44,during the match,left foot,18.7,-3.24,2,0,medium,66,43,goal
7343,m_86,p_106,during the match,left foot,7.98,7.48,2,0,low,40,44,goal
7344,m_48,p_129,during the match,right foot,7.48,-8.73,2,0,medium,45,7,goal
7345,m_191,p_143,during the match,left foot,5.99,7.23,2,0,medium,55,7,goal
7346,m_110,p_87,during the match,right foot,25.94,11.72,2,0,medium,21,53,missed opportunity
7347,m_238,p_92,during the match,head,6.98,-11.22,3,0,high,3,3,goalkeeper save
7348,m_97,p_32,during the match,right foot,12.97,4.99,2,1,medium,25,42,kick to the defense
7349,m_49,p_39,during the match,left foot,3.74,-2.49,1,0,low,34,15,goal
7350,m_6,p_134,during the match,left foot,29.93,-1.75,3,1,medium,35,43,goalkeeper save
7351,m_30,p_106,during the match,head,4.49,-8.73,3,0,medium,49,57,missed opportunity
7352,m_71,p_59,during the match,right foot,14.22,2.74,4,0,high,21,17,kick to the defense
7353,m_218,p_20,during the match,left foot,7.48,-5.24,1,0,low,88,51,goalkeeper save
7354,m_240,p_124,during the match,left foot,1.5,2.0,0,0,medium,95,46,goal
7355,m_110,p_18,during the match,right foot,2.74,-5.49,1,0,medium,39,54,goal
7356,m_42,p_106,during the match,head,8.48,5.24,2,0,medium,6,35,missed opportunity
7357,m_14,p_135,during the match,right foot,21.7,5.24,5,2,low,69,14,missed opportunity
7358,m_85,p_26,during the match,right foot,22.69,10.72,3,1,medium,4,10,kick to the defense
7359,m_220,p_76,during the match,right foot,31.67,1.75,4,0,low,69,15,missed opportunity
7360,m_166,p_146,direct free kick,left foot,30.92,9.23,5,2,low,12,2,missed opportunity
7361,m_151,p_50,during the match,left foot,27.68,4.74,4,0,low,49,32,kick to the defense
7362,m_156,p_24,during the match,right foot,10.72,-12.22,2,0,medium,64,26,goalkeeper save
7363,m_19,p_86,during the match,right foot,8.98,-16.46,1,0,medium,87,8,goalkeeper save
7364,m_210,p_12,during the match,left foot,1.75,2.74,1,0,medium,43,54,goal
7365,m_213,p_39,during the match,right foot,22.2,-2.99,3,1,medium,38,20,missed opportunity
7366,m_98,p_146,during the match,head,8.23,0.0,1,0,low,71,58,goalkeeper save
7367,m_7,p_132,during the match,left foot,3.49,12.72,3,1,high,10,9,kick to the defense
7368,m_88,p_36,during the match,right foot,17.71,1.0,4,0,high,47,6,missed opportunity
7369,m_76,p_144,during the match,right foot,3.74,-2.24,1,0,low,75,35,kick to the defense
7370,m_87,p_30,during the match,right foot,7.23,-5.74,3,0,high,34,35,missed opportunity
7371,m_127,p_151,during the match,right foot,25.44,10.23,3,0,low,38,52,missed opportunity
7372,m_156,p_61,during the match,right foot,23.19,2.24,4,0,medium,48,18,kick to the defense
7373,m_122,p_62,during the match,head,12.22,6.24,5,1,high,90,44,missed opportunity
7374,m_71,p_82,during the match,right foot,28.68,0.75,2,0,low,65,59,missed opportunity
7375,m_134,p_17,during the match,right foot,31.17,-1.5,6,1,low,74,18,missed opportunity
7376,m_179,p_130,during the match,right foot,6.98,14.96,1,0,medium,69,1,goalkeeper save
7377,m_21,p_111,during the match,left foot,24.19,0.25,3,1,medium,94,30,goalkeeper save
7378,m_88,p_65,during the match,right foot,13.47,-8.98,4,1,high,19,0,missed opportunity
7379,m_55,p_120,during the match,head,9.23,6.24,1,0,low,1,26,goal
7380,m_91,p_5,during the match,right foot,13.47,3.24,4,1,medium,66,35,missed opportunity
7381,m_2,p_69,during the match,left foot,7.48,-2.0,1,0,low,81,5,missed opportunity
7382,m_20,p_53,during the match,right foot,27.18,-7.48,2,0,medium,52,50,missed opportunity
7383,m_211,p_60,during the match,right foot,11.97,-7.48,2,0,low,53,57,missed opportunity
7384,m_15,p_113,during the match,head,8.23,3.74,2,0,medium,21,48,missed opportunity
7385,m_230,p_117,during the match,right foot,19.7,-10.47,4,1,low,30,17,missed opportunity
7386,m_222,p_59,during the match,right foot,13.47,-1.0,1,0,high,76,4,goalkeeper save
7387,m_115,p_124,during the match,left foot,23.44,15.71,3,0,low,38,47,kick to the defense
7388,m_135,p_11,during the match,left foot,9.73,8.48,4,0,medium,79,26,missed opportunity
7389,m_139,p_68,during the match,right foot,5.49,-9.98,3,0,medium,38,44,missed opportunity
7390,m_59,p_139,during the match,right foot,13.22,-4.99,2,0,medium,72,39,missed opportunity
7391,m_91,p_87,during the match,right foot,20.7,20.2,3,0,medium,60,23,goalkeeper save
7392,m_38,p_26,during the match,left foot,12.72,7.73,1,0,medium,88,39,goal
7393,m_58,p_112,during the match,right foot,24.44,1.25,2,0,low,92,15,goalkeeper save
7394,m_98,p_35,during the match,left foot,20.7,15.21,6,0,low,75,13,goalkeeper save
7395,m_191,p_146,during the match,head,9.98,0.5,1,0,medium,58,25,missed opportunity
7396,m_120,p_112,during the match,left foot,9.48,9.23,2,0,high,86,16,kick to the defense
7397,m_169,p_105,during the match,right foot,18.7,2.24,3,0,low,52,42,goal
7398,m_95,p_59,during the match,head,8.48,-7.98,1,0,medium,69,45,missed opportunity
7399,m_195,p_12,during the match,right foot,16.46,13.97,3,0,high,66,16,kick to the defense
7400,m_79,p_130,during the match,other,11.47,1.0,1,0,low,2,31,goal
7401,m_99,p_99,during the match,left foot,7.23,-14.71,3,0,medium,41,37,goalkeeper save
7402,m_170,p_70,during the match,right foot,14.71,-2.24,3,0,low,69,18,kick to the defense
7403,m_32,p_74,during the match,right foot,22.44,3.49,4,1,medium,80,20,kick to the defense
7404,m_234,p_124,during the match,right foot,0.75,-11.47,2,0,high,19,55,missed opportunity
